<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.Si-9.23,1,20230912,132100,94773.0000000,94794.0000000,94763.0000000,94789.0000000,789
SPFB.Si-9.23,1,20230912,132200,94788.0000000,94807.0000000,94779.0000000,94807.0000000,466
SPFB.Si-9.23,1,20230912,132300,94806.0000000,94816.0000000,94797.0000000,94798.0000000,438
SPFB.Si-9.23,1,20230912,132400,94799.0000000,94809.0000000,94774.0000000,94784.0000000,622
SPFB.Si-9.23,1,20230912,132500,94787.0000000,94803.0000000,94787.0000000,94803.0000000,324
SPFB.Si-9.23,1,20230912,132600,94803.0000000,94811.0000000,94800.0000000,94803.0000000,940
SPFB.Si-9.23,1,20230912,132700,94803.0000000,94816.0000000,94779.0000000,94809.0000000,556
SPFB.Si-9.23,1,20230912,132800,94805.0000000,94815.0000000,94782.0000000,94784.0000000,498
SPFB.Si-9.23,1,20230912,132900,94785.0000000,94787.0000000,94762.0000000,94762.0000000,390
SPFB.Si-9.23,1,20230912,133000,94762.0000000,94797.0000000,94762.0000000,94793.0000000,383
SPFB.Si-9.23,1,20230912,133100,94790.0000000,94809.0000000,94789.0000000,94809.0000000,421
SPFB.Si-9.23,1,20230912,133200,94807.0000000,94807.0000000,94791.0000000,94802.0000000,195
SPFB.Si-9.23,1,20230912,133300,94802.0000000,94830.0000000,94800.0000000,94807.0000000,1567
SPFB.Si-9.23,1,20230912,133400,94807.0000000,94807.0000000,94800.0000000,94802.0000000,2500
SPFB.Si-9.23,1,20230912,133500,94801.0000000,94806.0000000,94800.0000000,94803.0000000,1527
SPFB.Si-9.23,1,20230912,133600,94804.0000000,94811.0000000,94800.0000000,94803.0000000,600
SPFB.Si-9.23,1,20230912,133700,94803.0000000,94803.0000000,94800.0000000,94800.0000000,674
SPFB.Si-9.23,1,20230912,133800,94800.0000000,94810.0000000,94800.0000000,94800.0000000,1682
SPFB.Si-9.23,1,20230912,133900,94800.0000000,94801.0000000,94771.0000000,94771.0000000,496
SPFB.Si-9.23,1,20230912,134000,94771.0000000,94780.0000000,94768.0000000,94776.0000000,324
SPFB.Si-9.23,1,20230912,134100,94779.0000000,94788.0000000,94775.0000000,94775.0000000,237
SPFB.Si-9.23,1,20230912,134200,94775.0000000,94819.0000000,94775.0000000,94788.0000000,972
SPFB.Si-9.23,1,20230912,134300,94790.0000000,94821.0000000,94781.0000000,94821.0000000,972
SPFB.Si-9.23,1,20230912,134400,94822.0000000,94886.0000000,94808.0000000,94864.0000000,2738
SPFB.Si-9.23,1,20230912,134500,94864.0000000,94882.0000000,94851.0000000,94876.0000000,1258
SPFB.Si-9.23,1,20230912,134600,94875.0000000,94905.0000000,94871.0000000,94872.0000000,2339
SPFB.Si-9.23,1,20230912,134700,94873.0000000,94883.0000000,94868.0000000,94880.0000000,515
SPFB.Si-9.23,1,20230912,134800,94880.0000000,94881.0000000,94837.0000000,94848.0000000,1272
SPFB.Si-9.23,1,20230912,134900,94852.0000000,94866.0000000,94816.0000000,94820.0000000,1119
SPFB.Si-9.23,1,20230912,135000,94820.0000000,94831.0000000,94800.0000000,94801.0000000,719
SPFB.Si-9.23,1,20230912,135100,94801.0000000,94809.0000000,94744.0000000,94750.0000000,2006
SPFB.Si-9.23,1,20230912,135200,94745.0000000,94771.0000000,94700.0000000,94721.0000000,2218
SPFB.Si-9.23,1,20230912,135300,94723.0000000,94743.0000000,94712.0000000,94713.0000000,1397
SPFB.Si-9.23,1,20230912,135400,94712.0000000,94715.0000000,94654.0000000,94674.0000000,4895
SPFB.Si-9.23,1,20230912,135500,94673.0000000,94690.0000000,94627.0000000,94645.0000000,2063
SPFB.Si-9.23,1,20230912,135600,94641.0000000,94650.0000000,94584.0000000,94630.0000000,3913
SPFB.Si-9.23,1,20230912,135700,94629.0000000,94727.0000000,94617.0000000,94706.0000000,2763
SPFB.Si-9.23,1,20230912,135800,94702.0000000,94735.0000000,94683.0000000,94703.0000000,2172
SPFB.Si-9.23,1,20230912,135900,94700.0000000,94794.0000000,94680.0000000,94751.0000000,1897
SPFB.Si-9.23,1,20230912,140500,94761.0000000,94761.0000000,94707.0000000,94708.0000000,1337
SPFB.Si-9.23,1,20230912,140600,94708.0000000,94745.0000000,94702.0000000,94732.0000000,1263
SPFB.Si-9.23,1,20230912,140700,94735.0000000,94742.0000000,94717.0000000,94725.0000000,976
SPFB.Si-9.23,1,20230912,140800,94726.0000000,94730.0000000,94716.0000000,94718.0000000,260
SPFB.Si-9.23,1,20230912,140900,94718.0000000,94737.0000000,94716.0000000,94732.0000000,839
SPFB.Si-9.23,1,20230912,141000,94732.0000000,94800.0000000,94720.0000000,94799.0000000,1839
SPFB.Si-9.23,1,20230912,141100,94794.0000000,94824.0000000,94788.0000000,94806.0000000,1370
SPFB.Si-9.23,1,20230912,141200,94806.0000000,94836.0000000,94801.0000000,94808.0000000,1877
SPFB.Si-9.23,1,20230912,141300,94808.0000000,94839.0000000,94801.0000000,94826.0000000,1362
SPFB.Si-9.23,1,20230912,141400,94827.0000000,94858.0000000,94827.0000000,94850.0000000,1116
SPFB.Si-9.23,1,20230912,141500,94850.0000000,94859.0000000,94835.0000000,94850.0000000,1555
SPFB.Si-9.23,1,20230912,141600,94846.0000000,94847.0000000,94831.0000000,94832.0000000,1019
SPFB.Si-9.23,1,20230912,141700,94832.0000000,94861.0000000,94830.0000000,94851.0000000,1813
SPFB.Si-9.23,1,20230912,141800,94851.0000000,94854.0000000,94833.0000000,94836.0000000,1083
SPFB.Si-9.23,1,20230912,141900,94837.0000000,94885.0000000,94830.0000000,94879.0000000,3617
SPFB.Si-9.23,1,20230912,142000,94878.0000000,94880.0000000,94835.0000000,94840.0000000,1853
SPFB.Si-9.23,1,20230912,142100,94840.0000000,94845.0000000,94839.0000000,94841.0000000,209
SPFB.Si-9.23,1,20230912,142200,94841.0000000,94843.0000000,94830.0000000,94836.0000000,2033
SPFB.Si-9.23,1,20230912,142300,94834.0000000,94840.0000000,94830.0000000,94830.0000000,961
SPFB.Si-9.23,1,20230912,142400,94834.0000000,94856.0000000,94831.0000000,94840.0000000,813
SPFB.Si-9.23,1,20230912,142500,94843.0000000,94850.0000000,94834.0000000,94835.0000000,663
SPFB.Si-9.23,1,20230912,142600,94837.0000000,94847.0000000,94830.0000000,94847.0000000,2454
SPFB.Si-9.23,1,20230912,142700,94847.0000000,94847.0000000,94835.0000000,94840.0000000,934
SPFB.Si-9.23,1,20230912,142800,94840.0000000,94840.0000000,94830.0000000,94830.0000000,5633
SPFB.Si-9.23,1,20230912,142900,94830.0000000,94831.0000000,94730.0000000,94771.0000000,5236
SPFB.Si-9.23,1,20230912,143000,94772.0000000,94788.0000000,94763.0000000,94776.0000000,1012
SPFB.Si-9.23,1,20230912,143100,94775.0000000,94775.0000000,94756.0000000,94756.0000000,939
SPFB.Si-9.23,1,20230912,143200,94756.0000000,94773.0000000,94755.0000000,94768.0000000,534
SPFB.Si-9.23,1,20230912,143300,94768.0000000,94768.0000000,94752.0000000,94755.0000000,1004
SPFB.Si-9.23,1,20230912,143400,94751.0000000,94768.0000000,94750.0000000,94750.0000000,7525
SPFB.Si-9.23,1,20230912,143500,94750.0000000,94818.0000000,94722.0000000,94809.0000000,9777
SPFB.Si-9.23,1,20230912,143600,94811.0000000,94832.0000000,94780.0000000,94785.0000000,1189
SPFB.Si-9.23,1,20230912,143700,94783.0000000,94786.0000000,94752.0000000,94752.0000000,2732
SPFB.Si-9.23,1,20230912,143800,94753.0000000,94754.0000000,94751.0000000,94751.0000000,214
SPFB.Si-9.23,1,20230912,143900,94752.0000000,94770.0000000,94751.0000000,94755.0000000,2617
SPFB.Si-9.23,1,20230912,144000,94754.0000000,94755.0000000,94680.0000000,94697.0000000,17142
SPFB.Si-9.23,1,20230912,144100,94696.0000000,94711.0000000,94680.0000000,94693.0000000,1550
SPFB.Si-9.23,1,20230912,144200,94690.0000000,94694.0000000,94629.0000000,94645.0000000,3761
SPFB.Si-9.23,1,20230912,144300,94642.0000000,94645.0000000,94566.0000000,94572.0000000,3989
SPFB.Si-9.23,1,20230912,144400,94574.0000000,94623.0000000,94525.0000000,94588.0000000,8508
SPFB.Si-9.23,1,20230912,144500,94588.0000000,94588.0000000,94512.0000000,94529.0000000,2627
SPFB.Si-9.23,1,20230912,144600,94529.0000000,94539.0000000,94508.0000000,94516.0000000,3310
SPFB.Si-9.23,1,20230912,144700,94516.0000000,94546.0000000,94509.0000000,94530.0000000,3068
SPFB.Si-9.23,1,20230912,144800,94530.0000000,94530.0000000,94509.0000000,94509.0000000,2763
SPFB.Si-9.23,1,20230912,144900,94510.0000000,94510.0000000,94485.0000000,94488.0000000,4128
SPFB.Si-9.23,1,20230912,145000,94488.0000000,94488.0000000,94437.0000000,94445.0000000,7302
SPFB.Si-9.23,1,20230912,145100,94443.0000000,94451.0000000,94404.0000000,94417.0000000,12854
SPFB.Si-9.23,1,20230912,145200,94417.0000000,94419.0000000,94380.0000000,94394.0000000,6464
SPFB.Si-9.23,1,20230912,145300,94395.0000000,94400.0000000,94382.0000000,94388.0000000,6334
SPFB.Si-9.23,1,20230912,145400,94388.0000000,94400.0000000,94380.0000000,94394.0000000,6256
SPFB.Si-9.23,1,20230912,145500,94394.0000000,94550.0000000,94390.0000000,94511.0000000,9636
SPFB.Si-9.23,1,20230912,145600,94512.0000000,94515.0000000,94393.0000000,94394.0000000,3508
SPFB.Si-9.23,1,20230912,145700,94397.0000000,94423.0000000,94390.0000000,94415.0000000,1608
SPFB.Si-9.23,1,20230912,145800,94415.0000000,94428.0000000,94392.0000000,94408.0000000,1467
SPFB.Si-9.23,1,20230912,145900,94407.0000000,94408.0000000,94396.0000000,94396.0000000,854
SPFB.Si-9.23,1,20230912,150000,94395.0000000,94396.0000000,94339.0000000,94339.0000000,5294
SPFB.Si-9.23,1,20230912,150100,94342.0000000,94360.0000000,94326.0000000,94335.0000000,3957
SPFB.Si-9.23,1,20230912,150200,94334.0000000,94357.0000000,94329.0000000,94345.0000000,1631
SPFB.Si-9.23,1,20230912,150300,94341.0000000,94345.0000000,94290.0000000,94299.0000000,3110
SPFB.Si-9.23,1,20230912,150400,94301.0000000,94327.0000000,94298.0000000,94302.0000000,1399
SPFB.Si-9.23,1,20230912,150500,94303.0000000,94305.0000000,94273.0000000,94276.0000000,1779
SPFB.Si-9.23,1,20230912,150600,94276.0000000,94280.0000000,94260.0000000,94276.0000000,2317
SPFB.Si-9.23,1,20230912,150700,94272.0000000,94279.0000000,94262.0000000,94273.0000000,1118
SPFB.Si-9.23,1,20230912,150800,94273.0000000,94280.0000000,94260.0000000,94269.0000000,4597
SPFB.Si-9.23,1,20230912,150900,94268.0000000,94269.0000000,94181.0000000,94183.0000000,7165
SPFB.Si-9.23,1,20230912,151000,94183.0000000,94207.0000000,94155.0000000,94181.0000000,6219
SPFB.Si-9.23,1,20230912,151100,94181.0000000,94248.0000000,94176.0000000,94243.0000000,2701
SPFB.Si-9.23,1,20230912,151200,94235.0000000,94244.0000000,94202.0000000,94209.0000000,5344
SPFB.Si-9.23,1,20230912,151300,94209.0000000,94210.0000000,94193.0000000,94196.0000000,3099
SPFB.Si-9.23,1,20230912,151400,94198.0000000,94198.0000000,94153.0000000,94181.0000000,2539
SPFB.Si-9.23,1,20230912,151500,94181.0000000,94182.0000000,94129.0000000,94149.0000000,2985
SPFB.Si-9.23,1,20230912,151600,94149.0000000,94150.0000000,94143.0000000,94150.0000000,2366
SPFB.Si-9.23,1,20230912,151700,94149.0000000,94150.0000000,94119.0000000,94127.0000000,6115
SPFB.Si-9.23,1,20230912,151800,94127.0000000,94129.0000000,94108.0000000,94109.0000000,2878
SPFB.Si-9.23,1,20230912,151900,94109.0000000,94130.0000000,94100.0000000,94124.0000000,3167
SPFB.Si-9.23,1,20230912,152000,94124.0000000,94130.0000000,94121.0000000,94130.0000000,14475
SPFB.Si-9.23,1,20230912,152100,94130.0000000,94130.0000000,94115.0000000,94129.0000000,12858
SPFB.Si-9.23,1,20230912,152200,94128.0000000,94130.0000000,94124.0000000,94130.0000000,16412
SPFB.Si-9.23,1,20230912,152300,94129.0000000,94130.0000000,94080.0000000,94113.0000000,10469
SPFB.Si-9.23,1,20230912,152400,94112.0000000,94150.0000000,94108.0000000,94150.0000000,12377
SPFB.Si-9.23,1,20230912,152500,94149.0000000,94150.0000000,94139.0000000,94150.0000000,6732
SPFB.Si-9.23,1,20230912,152600,94149.0000000,94185.0000000,94149.0000000,94168.0000000,4410
SPFB.Si-9.23,1,20230912,152700,94167.0000000,94169.0000000,94151.0000000,94169.0000000,1995
SPFB.Si-9.23,1,20230912,152800,94169.0000000,94188.0000000,94126.0000000,94188.0000000,4605
SPFB.Si-9.23,1,20230912,152900,94188.0000000,94210.0000000,94157.0000000,94158.0000000,15281
SPFB.Si-9.23,1,20230912,153000,94157.0000000,94189.0000000,94082.0000000,94181.0000000,6758
SPFB.Si-9.23,1,20230912,153100,94181.0000000,94210.0000000,94180.0000000,94207.0000000,4265
SPFB.Si-9.23,1,20230912,153200,94208.0000000,94227.0000000,94200.0000000,94226.0000000,6739
SPFB.Si-9.23,1,20230912,153300,94225.0000000,94245.0000000,94212.0000000,94245.0000000,11886
SPFB.Si-9.23,1,20230912,153400,94245.0000000,94298.0000000,94243.0000000,94288.0000000,8389
SPFB.Si-9.23,1,20230912,153500,94289.0000000,94320.0000000,94270.0000000,94312.0000000,5784
SPFB.Si-9.23,1,20230912,153600,94311.0000000,94345.0000000,94308.0000000,94326.0000000,2854
SPFB.Si-9.23,1,20230912,153700,94326.0000000,94378.0000000,94326.0000000,94377.0000000,3182
SPFB.Si-9.23,1,20230912,153800,94378.0000000,94393.0000000,94354.0000000,94391.0000000,4397
SPFB.Si-9.23,1,20230912,153900,94392.0000000,94419.0000000,94390.0000000,94419.0000000,1752
SPFB.Si-9.23,1,20230912,154000,94419.0000000,94436.0000000,94411.0000000,94411.0000000,3383
SPFB.Si-9.23,1,20230912,154100,94412.0000000,94427.0000000,94401.0000000,94408.0000000,2305
SPFB.Si-9.23,1,20230912,154200,94408.0000000,94408.0000000,94350.0000000,94366.0000000,4387
SPFB.Si-9.23,1,20230912,154300,94369.0000000,94427.0000000,94365.0000000,94427.0000000,1514
SPFB.Si-9.23,1,20230912,154400,94426.0000000,94436.0000000,94368.0000000,94382.0000000,1856
SPFB.Si-9.23,1,20230912,154500,94381.0000000,94460.0000000,94380.0000000,94438.0000000,2258
SPFB.Si-9.23,1,20230912,154600,94433.0000000,94457.0000000,94430.0000000,94450.0000000,923
SPFB.Si-9.23,1,20230912,154700,94452.0000000,94472.0000000,94447.0000000,94463.0000000,1952
SPFB.Si-9.23,1,20230912,154800,94463.0000000,94499.0000000,94463.0000000,94496.0000000,3189
SPFB.Si-9.23,1,20230912,154900,94496.0000000,94547.0000000,94496.0000000,94535.0000000,6004
SPFB.Si-9.23,1,20230912,155000,94530.0000000,94545.0000000,94491.0000000,94491.0000000,3251
SPFB.Si-9.23,1,20230912,155100,94493.0000000,94520.0000000,94468.0000000,94500.0000000,2358
SPFB.Si-9.23,1,20230912,155200,94499.0000000,94500.0000000,94423.0000000,94476.0000000,2362
SPFB.Si-9.23,1,20230912,155300,94476.0000000,94491.0000000,94451.0000000,94471.0000000,609
SPFB.Si-9.23,1,20230912,155400,94471.0000000,94485.0000000,94467.0000000,94479.0000000,1624
SPFB.Si-9.23,1,20230912,155500,94477.0000000,94481.0000000,94444.0000000,94451.0000000,701
SPFB.Si-9.23,1,20230912,155600,94452.0000000,94465.0000000,94444.0000000,94461.0000000,882
SPFB.Si-9.23,1,20230912,155700,94462.0000000,94464.0000000,94425.0000000,94426.0000000,894
SPFB.Si-9.23,1,20230912,155800,94425.0000000,94426.0000000,94368.0000000,94368.0000000,1810
SPFB.Si-9.23,1,20230912,155900,94368.0000000,94398.0000000,94352.0000000,94387.0000000,2410
SPFB.Si-9.23,1,20230912,160000,94386.0000000,94460.0000000,94376.0000000,94440.0000000,2345
SPFB.Si-9.23,1,20230912,160100,94446.0000000,94473.0000000,94426.0000000,94462.0000000,15862
SPFB.Si-9.23,1,20230912,160200,94465.0000000,94465.0000000,94450.0000000,94460.0000000,1923
SPFB.Si-9.23,1,20230912,160300,94460.0000000,94467.0000000,94458.0000000,94462.0000000,383
SPFB.Si-9.23,1,20230912,160400,94464.0000000,94479.0000000,94457.0000000,94470.0000000,834
SPFB.Si-9.23,1,20230912,160500,94469.0000000,94488.0000000,94469.0000000,94483.0000000,1759
SPFB.Si-9.23,1,20230912,160600,94486.0000000,94516.0000000,94482.0000000,94512.0000000,4661
SPFB.Si-9.23,1,20230912,160700,94512.0000000,94526.0000000,94502.0000000,94511.0000000,2854
SPFB.Si-9.23,1,20230912,160800,94512.0000000,94528.0000000,94503.0000000,94520.0000000,3394
SPFB.Si-9.23,1,20230912,160900,94520.0000000,94521.0000000,94506.0000000,94508.0000000,540
SPFB.Si-9.23,1,20230912,161000,94510.0000000,94533.0000000,94510.0000000,94531.0000000,973
SPFB.Si-9.23,1,20230912,161100,94531.0000000,94550.0000000,94530.0000000,94550.0000000,1837
SPFB.Si-9.23,1,20230912,161200,94548.0000000,94596.0000000,94543.0000000,94583.0000000,4217
SPFB.Si-9.23,1,20230912,161300,94579.0000000,94644.0000000,94574.0000000,94610.0000000,4407
SPFB.Si-9.23,1,20230912,161400,94610.0000000,94627.0000000,94605.0000000,94617.0000000,1434
SPFB.Si-9.23,1,20230912,161500,94619.0000000,94627.0000000,94580.0000000,94580.0000000,1528
SPFB.Si-9.23,1,20230912,161600,94581.0000000,94615.0000000,94556.0000000,94606.0000000,2196
SPFB.Si-9.23,1,20230912,161700,94606.0000000,94638.0000000,94600.0000000,94630.0000000,2820
SPFB.Si-9.23,1,20230912,161800,94631.0000000,94653.0000000,94626.0000000,94646.0000000,2331
SPFB.Si-9.23,1,20230912,161900,94647.0000000,94655.0000000,94610.0000000,94620.0000000,3135
SPFB.Si-9.23,1,20230912,162000,94621.0000000,94666.0000000,94616.0000000,94649.0000000,2382
SPFB.Si-9.23,1,20230912,162100,94654.0000000,94663.0000000,94640.0000000,94653.0000000,961
SPFB.Si-9.23,1,20230912,162200,94651.0000000,94739.0000000,94649.0000000,94724.0000000,4139
SPFB.Si-9.23,1,20230912,162300,94724.0000000,94815.0000000,94715.0000000,94802.0000000,4391
SPFB.Si-9.23,1,20230912,162400,94803.0000000,94813.0000000,94720.0000000,94723.0000000,14473
SPFB.Si-9.23,1,20230912,162500,94723.0000000,94760.0000000,94723.0000000,94740.0000000,3556
SPFB.Si-9.23,1,20230912,162600,94740.0000000,94754.0000000,94739.0000000,94746.0000000,1958
SPFB.Si-9.23,1,20230912,162700,94748.0000000,94752.0000000,94740.0000000,94747.0000000,1407
SPFB.Si-9.23,1,20230912,162800,94746.0000000,94752.0000000,94730.0000000,94730.0000000,4669
SPFB.Si-9.23,1,20230912,162900,94730.0000000,94748.0000000,94730.0000000,94742.0000000,1039
SPFB.Si-9.23,1,20230912,163000,94742.0000000,94777.0000000,94742.0000000,94760.0000000,1316
SPFB.Si-9.23,1,20230912,163100,94759.0000000,94762.0000000,94730.0000000,94734.0000000,3274
SPFB.Si-9.23,1,20230912,163200,94735.0000000,94742.0000000,94730.0000000,94730.0000000,1949
SPFB.Si-9.23,1,20230912,163300,94731.0000000,94731.0000000,94730.0000000,94730.0000000,1497
SPFB.Si-9.23,1,20230912,163400,94730.0000000,94732.0000000,94730.0000000,94730.0000000,628
SPFB.Si-9.23,1,20230912,163500,94731.0000000,94742.0000000,94730.0000000,94740.0000000,1294
SPFB.Si-9.23,1,20230912,163600,94740.0000000,94836.0000000,94740.0000000,94825.0000000,3608
SPFB.Si-9.23,1,20230912,163700,94825.0000000,94843.0000000,94806.0000000,94806.0000000,2238
SPFB.Si-9.23,1,20230912,163800,94806.0000000,94831.0000000,94802.0000000,94808.0000000,1378
SPFB.Si-9.23,1,20230912,163900,94806.0000000,94833.0000000,94804.0000000,94818.0000000,1108
SPFB.Si-9.23,1,20230912,164000,94824.0000000,94859.0000000,94819.0000000,94855.0000000,1939
SPFB.Si-9.23,1,20230912,164100,94857.0000000,94867.0000000,94824.0000000,94825.0000000,1992
SPFB.Si-9.23,1,20230912,164200,94828.0000000,94841.0000000,94806.0000000,94810.0000000,1071
SPFB.Si-9.23,1,20230912,164300,94810.0000000,94817.0000000,94785.0000000,94803.0000000,2773
SPFB.Si-9.23,1,20230912,164400,94804.0000000,94804.0000000,94785.0000000,94803.0000000,5556
SPFB.Si-9.23,1,20230912,164500,94803.0000000,94949.0000000,94803.0000000,94946.0000000,8783
SPFB.Si-9.23,1,20230912,164600,94946.0000000,95044.0000000,94946.0000000,95033.0000000,6606
SPFB.Si-9.23,1,20230912,164700,95034.0000000,95052.0000000,95016.0000000,95050.0000000,2407
SPFB.Si-9.23,1,20230912,164800,95050.0000000,95050.0000000,95017.0000000,95029.0000000,2190
SPFB.Si-9.23,1,20230912,164900,95028.0000000,95046.0000000,95020.0000000,95028.0000000,1943
SPFB.Si-9.23,1,20230912,165000,95027.0000000,95036.0000000,94954.0000000,94997.0000000,4069
SPFB.Si-9.23,1,20230912,165100,94999.0000000,95003.0000000,94946.0000000,94946.0000000,5291
SPFB.Si-9.23,1,20230912,165200,94946.0000000,94987.0000000,94925.0000000,94955.0000000,4737
SPFB.Si-9.23,1,20230912,165300,94959.0000000,94985.0000000,94937.0000000,94970.0000000,2630
SPFB.Si-9.23,1,20230912,165400,94968.0000000,94979.0000000,94926.0000000,94948.0000000,1803
SPFB.Si-9.23,1,20230912,165500,94948.0000000,94986.0000000,94926.0000000,94970.0000000,2030
SPFB.Si-9.23,1,20230912,165600,94967.0000000,94986.0000000,94946.0000000,94980.0000000,2241
SPFB.Si-9.23,1,20230912,165700,94980.0000000,95026.0000000,94974.0000000,95023.0000000,3082
SPFB.Si-9.23,1,20230912,165800,95023.0000000,95110.0000000,95019.0000000,95090.0000000,11298
SPFB.Si-9.23,1,20230912,165900,95090.0000000,95101.0000000,95073.0000000,95096.0000000,3027
SPFB.Si-9.23,1,20230912,170000,95095.0000000,95164.0000000,95084.0000000,95164.0000000,6642
SPFB.Si-9.23,1,20230912,170100,95164.0000000,95192.0000000,95139.0000000,95166.0000000,6084
SPFB.Si-9.23,1,20230912,170200,95167.0000000,95172.0000000,95136.0000000,95148.0000000,2419
SPFB.Si-9.23,1,20230912,170300,95148.0000000,95160.0000000,95127.0000000,95154.0000000,1947
SPFB.Si-9.23,1,20230912,170400,95150.0000000,95156.0000000,95117.0000000,95123.0000000,2390
SPFB.Si-9.23,1,20230912,170500,95120.0000000,95172.0000000,95118.0000000,95168.0000000,2036
SPFB.Si-9.23,1,20230912,170600,95168.0000000,95168.0000000,95137.0000000,95138.0000000,727
SPFB.Si-9.23,1,20230912,170700,95138.0000000,95140.0000000,95050.0000000,95050.0000000,2816
SPFB.Si-9.23,1,20230912,170800,95051.0000000,95091.0000000,94991.0000000,95089.0000000,4322
SPFB.Si-9.23,1,20230912,170900,95090.0000000,95100.0000000,95073.0000000,95085.0000000,821
SPFB.Si-9.23,1,20230912,171000,95090.0000000,95102.0000000,95071.0000000,95072.0000000,490
SPFB.Si-9.23,1,20230912,171100,95074.0000000,95080.0000000,95063.0000000,95068.0000000,527
SPFB.Si-9.23,1,20230912,171200,95071.0000000,95097.0000000,95070.0000000,95089.0000000,557
SPFB.Si-9.23,1,20230912,171300,95088.0000000,95089.0000000,95065.0000000,95067.0000000,339
SPFB.Si-9.23,1,20230912,171400,95066.0000000,95067.0000000,95050.0000000,95054.0000000,779
SPFB.Si-9.23,1,20230912,171500,95054.0000000,95069.0000000,95052.0000000,95066.0000000,278
SPFB.Si-9.23,1,20230912,171600,95067.0000000,95110.0000000,95041.0000000,95044.0000000,1598
SPFB.Si-9.23,1,20230912,171700,95043.0000000,95073.0000000,95012.0000000,95047.0000000,2080
SPFB.Si-9.23,1,20230912,171800,95055.0000000,95094.0000000,95055.0000000,95072.0000000,812
SPFB.Si-9.23,1,20230912,171900,95071.0000000,95103.0000000,95060.0000000,95103.0000000,492
SPFB.Si-9.23,1,20230912,172000,95103.0000000,95118.0000000,95076.0000000,95103.0000000,1334
SPFB.Si-9.23,1,20230912,172100,95102.0000000,95127.0000000,95098.0000000,95117.0000000,1063
SPFB.Si-9.23,1,20230912,172200,95118.0000000,95120.0000000,95096.0000000,95115.0000000,640
SPFB.Si-9.23,1,20230912,172300,95115.0000000,95125.0000000,95100.0000000,95115.0000000,852
SPFB.Si-9.23,1,20230912,172400,95116.0000000,95117.0000000,95009.0000000,95053.0000000,2721
SPFB.Si-9.23,1,20230912,172500,95060.0000000,95080.0000000,95036.0000000,95068.0000000,1414
SPFB.Si-9.23,1,20230912,172600,95067.0000000,95098.0000000,95050.0000000,95083.0000000,1062
SPFB.Si-9.23,1,20230912,172700,95083.0000000,95103.0000000,95063.0000000,95071.0000000,747
SPFB.Si-9.23,1,20230912,172800,95071.0000000,95091.0000000,95059.0000000,95067.0000000,507
SPFB.Si-9.23,1,20230912,172900,95068.0000000,95088.0000000,95056.0000000,95056.0000000,781
SPFB.Si-9.23,1,20230912,173000,95057.0000000,95099.0000000,95056.0000000,95091.0000000,1464
SPFB.Si-9.23,1,20230912,173100,95091.0000000,95102.0000000,95082.0000000,95086.0000000,694
SPFB.Si-9.23,1,20230912,173200,95086.0000000,95096.0000000,95080.0000000,95080.0000000,154
SPFB.Si-9.23,1,20230912,173300,95080.0000000,95083.0000000,95070.0000000,95074.0000000,328
SPFB.Si-9.23,1,20230912,173400,95071.0000000,95093.0000000,95065.0000000,95080.0000000,729
SPFB.Si-9.23,1,20230912,173500,95078.0000000,95083.0000000,95064.0000000,95083.0000000,353
SPFB.Si-9.23,1,20230912,173600,95085.0000000,95085.0000000,95072.0000000,95079.0000000,216
SPFB.Si-9.23,1,20230912,173700,95077.0000000,95113.0000000,95077.0000000,95112.0000000,918
SPFB.Si-9.23,1,20230912,173800,95112.0000000,95150.0000000,95112.0000000,95136.0000000,2885
SPFB.Si-9.23,1,20230912,173900,95139.0000000,95164.0000000,95139.0000000,95144.0000000,881
SPFB.Si-9.23,1,20230912,174000,95143.0000000,95208.0000000,95106.0000000,95143.0000000,5495
SPFB.Si-9.23,1,20230912,174100,95143.0000000,95154.0000000,95100.0000000,95103.0000000,1488
SPFB.Si-9.23,1,20230912,174200,95106.0000000,95131.0000000,95076.0000000,95123.0000000,2478
SPFB.Si-9.23,1,20230912,174300,95127.0000000,95139.0000000,95112.0000000,95113.0000000,704
SPFB.Si-9.23,1,20230912,174400,95113.0000000,95127.0000000,95075.0000000,95079.0000000,783
SPFB.Si-9.23,1,20230912,174500,95080.0000000,95093.0000000,95071.0000000,95092.0000000,1606
SPFB.Si-9.23,1,20230912,174600,95091.0000000,95130.0000000,95085.0000000,95128.0000000,864
SPFB.Si-9.23,1,20230912,174700,95128.0000000,95131.0000000,95024.0000000,95100.0000000,3452
SPFB.Si-9.23,1,20230912,174800,95114.0000000,95127.0000000,95036.0000000,95046.0000000,1557
SPFB.Si-9.23,1,20230912,174900,95047.0000000,95099.0000000,95041.0000000,95074.0000000,1836
SPFB.Si-9.23,1,20230912,175000,95074.0000000,95084.0000000,95027.0000000,95062.0000000,2888
SPFB.Si-9.23,1,20230912,175100,95058.0000000,95170.0000000,95053.0000000,95125.0000000,1844
SPFB.Si-9.23,1,20230912,175200,95125.0000000,95149.0000000,95077.0000000,95133.0000000,1417
SPFB.Si-9.23,1,20230912,175300,95133.0000000,95149.0000000,95101.0000000,95118.0000000,667
SPFB.Si-9.23,1,20230912,175400,95118.0000000,95146.0000000,95118.0000000,95143.0000000,435
