<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.Si-9.23,1,20230912,175500,95144.0000000,95172.0000000,95135.0000000,95164.0000000,1036
SPFB.Si-9.23,1,20230912,175600,95161.0000000,95168.0000000,95100.0000000,95100.0000000,1012
SPFB.Si-9.23,1,20230912,175700,95099.0000000,95151.0000000,95098.0000000,95149.0000000,642
SPFB.Si-9.23,1,20230912,175800,95150.0000000,95187.0000000,95129.0000000,95136.0000000,2122
SPFB.Si-9.23,1,20230912,175900,95137.0000000,95147.0000000,95087.0000000,95094.0000000,1034
SPFB.Si-9.23,1,20230912,180000,95092.0000000,95133.0000000,95088.0000000,95132.0000000,1273
SPFB.Si-9.23,1,20230912,180100,95126.0000000,95164.0000000,95126.0000000,95136.0000000,1651
SPFB.Si-9.23,1,20230912,180200,95135.0000000,95189.0000000,95135.0000000,95159.0000000,2006
SPFB.Si-9.23,1,20230912,180300,95159.0000000,95172.0000000,95118.0000000,95152.0000000,1711
SPFB.Si-9.23,1,20230912,180400,95154.0000000,95160.0000000,95126.0000000,95131.0000000,1102
SPFB.Si-9.23,1,20230912,180500,95131.0000000,95165.0000000,95130.0000000,95142.0000000,755
SPFB.Si-9.23,1,20230912,180600,95142.0000000,95148.0000000,95126.0000000,95148.0000000,552
SPFB.Si-9.23,1,20230912,180700,95146.0000000,95169.0000000,95146.0000000,95157.0000000,860
SPFB.Si-9.23,1,20230912,180800,95158.0000000,95158.0000000,95120.0000000,95133.0000000,700
SPFB.Si-9.23,1,20230912,180900,95133.0000000,95144.0000000,95110.0000000,95114.0000000,707
SPFB.Si-9.23,1,20230912,181000,95114.0000000,95129.0000000,95113.0000000,95128.0000000,387
SPFB.Si-9.23,1,20230912,181100,95130.0000000,95145.0000000,95130.0000000,95139.0000000,367
SPFB.Si-9.23,1,20230912,181200,95139.0000000,95175.0000000,95139.0000000,95153.0000000,1692
SPFB.Si-9.23,1,20230912,181300,95154.0000000,95162.0000000,95149.0000000,95154.0000000,593
SPFB.Si-9.23,1,20230912,181400,95152.0000000,95157.0000000,95145.0000000,95148.0000000,639
SPFB.Si-9.23,1,20230912,181500,95148.0000000,95167.0000000,95147.0000000,95160.0000000,607
SPFB.Si-9.23,1,20230912,181600,95160.0000000,95180.0000000,95152.0000000,95165.0000000,2415
SPFB.Si-9.23,1,20230912,181700,95163.0000000,95168.0000000,95147.0000000,95148.0000000,547
SPFB.Si-9.23,1,20230912,181800,95148.0000000,95148.0000000,95078.0000000,95094.0000000,2497
SPFB.Si-9.23,1,20230912,181900,95100.0000000,95105.0000000,95069.0000000,95073.0000000,1114
SPFB.Si-9.23,1,20230912,182000,95072.0000000,95073.0000000,95056.0000000,95065.0000000,1544
SPFB.Si-9.23,1,20230912,182100,95066.0000000,95089.0000000,95053.0000000,95084.0000000,1532
SPFB.Si-9.23,1,20230912,182200,95074.0000000,95087.0000000,95066.0000000,95085.0000000,380
SPFB.Si-9.23,1,20230912,182300,95083.0000000,95090.0000000,95058.0000000,95058.0000000,376
SPFB.Si-9.23,1,20230912,182400,95058.0000000,95058.0000000,94968.0000000,94974.0000000,3275
SPFB.Si-9.23,1,20230912,182500,94979.0000000,94987.0000000,94868.0000000,94892.0000000,5304
SPFB.Si-9.23,1,20230912,182600,94888.0000000,94913.0000000,94873.0000000,94880.0000000,2331
SPFB.Si-9.23,1,20230912,182700,94881.0000000,94881.0000000,94854.0000000,94858.0000000,1700
SPFB.Si-9.23,1,20230912,182800,94858.0000000,94888.0000000,94840.0000000,94882.0000000,3486
SPFB.Si-9.23,1,20230912,182900,94882.0000000,94901.0000000,94870.0000000,94870.0000000,1061
SPFB.Si-9.23,1,20230912,183000,94873.0000000,94879.0000000,94763.0000000,94770.0000000,4266
SPFB.Si-9.23,1,20230912,183100,94766.0000000,94899.0000000,94761.0000000,94877.0000000,2460
SPFB.Si-9.23,1,20230912,183200,94875.0000000,95047.0000000,94854.0000000,95022.0000000,4186
SPFB.Si-9.23,1,20230912,183300,95022.0000000,95026.0000000,94923.0000000,94965.0000000,2404
SPFB.Si-9.23,1,20230912,183400,94964.0000000,94965.0000000,94931.0000000,94931.0000000,551
SPFB.Si-9.23,1,20230912,183500,94935.0000000,94943.0000000,94880.0000000,94919.0000000,1472
SPFB.Si-9.23,1,20230912,183600,94921.0000000,94946.0000000,94920.0000000,94939.0000000,673
SPFB.Si-9.23,1,20230912,183700,94939.0000000,94960.0000000,94926.0000000,94958.0000000,580
SPFB.Si-9.23,1,20230912,183800,94959.0000000,94963.0000000,94939.0000000,94949.0000000,414
SPFB.Si-9.23,1,20230912,183900,94947.0000000,94954.0000000,94928.0000000,94940.0000000,1499
SPFB.Si-9.23,1,20230912,184000,94940.0000000,95032.0000000,94937.0000000,95032.0000000,1396
SPFB.Si-9.23,1,20230912,184100,95031.0000000,95105.0000000,95024.0000000,95102.0000000,1976
SPFB.Si-9.23,1,20230912,184200,95102.0000000,95109.0000000,95092.0000000,95094.0000000,485
SPFB.Si-9.23,1,20230912,184300,95094.0000000,95108.0000000,95083.0000000,95096.0000000,582
SPFB.Si-9.23,1,20230912,184400,95093.0000000,95102.0000000,95041.0000000,95081.0000000,2420
SPFB.Si-9.23,1,20230912,184500,95088.0000000,95097.0000000,95067.0000000,95067.0000000,796
SPFB.Si-9.23,1,20230912,184600,95068.0000000,95071.0000000,95032.0000000,95035.0000000,858
SPFB.Si-9.23,1,20230912,184700,95045.0000000,95070.0000000,95030.0000000,95052.0000000,373
SPFB.Si-9.23,1,20230912,184800,95062.0000000,95065.0000000,95041.0000000,95063.0000000,484
SPFB.Si-9.23,1,20230912,184900,95063.0000000,95065.0000000,95033.0000000,95065.0000000,1183
SPFB.Si-9.23,1,20230912,190500,95048.0000000,95100.0000000,94997.0000000,95081.0000000,586
SPFB.Si-9.23,1,20230912,190600,95082.0000000,95177.0000000,95081.0000000,95174.0000000,1272
SPFB.Si-9.23,1,20230912,190700,95175.0000000,95175.0000000,95101.0000000,95120.0000000,647
SPFB.Si-9.23,1,20230912,190800,95119.0000000,95120.0000000,95066.0000000,95067.0000000,327
SPFB.Si-9.23,1,20230912,190900,95069.0000000,95077.0000000,95037.0000000,95077.0000000,634
SPFB.Si-9.23,1,20230912,191000,95074.0000000,95089.0000000,95060.0000000,95070.0000000,520
SPFB.Si-9.23,1,20230912,191100,95071.0000000,95073.0000000,95058.0000000,95064.0000000,120
SPFB.Si-9.23,1,20230912,191200,95064.0000000,95064.0000000,95000.0000000,95047.0000000,869
SPFB.Si-9.23,1,20230912,191300,95044.0000000,95044.0000000,95020.0000000,95038.0000000,196
SPFB.Si-9.23,1,20230912,191400,95039.0000000,95039.0000000,95016.0000000,95032.0000000,263
SPFB.Si-9.23,1,20230912,191500,95027.0000000,95063.0000000,95016.0000000,95051.0000000,423
SPFB.Si-9.23,1,20230912,191600,95057.0000000,95075.0000000,95057.0000000,95068.0000000,304
SPFB.Si-9.23,1,20230912,191700,95067.0000000,95086.0000000,95057.0000000,95060.0000000,300
SPFB.Si-9.23,1,20230912,191800,95060.0000000,95067.0000000,95052.0000000,95052.0000000,115
SPFB.Si-9.23,1,20230912,191900,95056.0000000,95057.0000000,95050.0000000,95057.0000000,116
SPFB.Si-9.23,1,20230912,192000,95056.0000000,95082.0000000,95056.0000000,95069.0000000,207
SPFB.Si-9.23,1,20230912,192100,95069.0000000,95104.0000000,95068.0000000,95097.0000000,327
SPFB.Si-9.23,1,20230912,192200,95092.0000000,95107.0000000,95087.0000000,95100.0000000,265
SPFB.Si-9.23,1,20230912,192300,95100.0000000,95158.0000000,95096.0000000,95137.0000000,1116
SPFB.Si-9.23,1,20230912,192400,95139.0000000,95143.0000000,95123.0000000,95139.0000000,219
SPFB.Si-9.23,1,20230912,192500,95138.0000000,95158.0000000,95135.0000000,95140.0000000,538
SPFB.Si-9.23,1,20230912,192600,95140.0000000,95153.0000000,95139.0000000,95140.0000000,423
SPFB.Si-9.23,1,20230912,192700,95141.0000000,95149.0000000,95124.0000000,95129.0000000,413
SPFB.Si-9.23,1,20230912,192800,95130.0000000,95132.0000000,95124.0000000,95124.0000000,127
SPFB.Si-9.23,1,20230912,192900,95125.0000000,95129.0000000,95116.0000000,95117.0000000,353
SPFB.Si-9.23,1,20230912,193000,95117.0000000,95127.0000000,95115.0000000,95126.0000000,172
SPFB.Si-9.23,1,20230912,193100,95126.0000000,95143.0000000,95120.0000000,95143.0000000,228
SPFB.Si-9.23,1,20230912,193200,95141.0000000,95158.0000000,95139.0000000,95157.0000000,863
SPFB.Si-9.23,1,20230912,193300,95157.0000000,95160.0000000,95143.0000000,95143.0000000,385
SPFB.Si-9.23,1,20230912,193400,95142.0000000,95153.0000000,95137.0000000,95143.0000000,116
SPFB.Si-9.23,1,20230912,193500,95143.0000000,95143.0000000,95117.0000000,95128.0000000,273
SPFB.Si-9.23,1,20230912,193600,95127.0000000,95131.0000000,95109.0000000,95120.0000000,448
SPFB.Si-9.23,1,20230912,193700,95117.0000000,95149.0000000,95117.0000000,95149.0000000,248
SPFB.Si-9.23,1,20230912,193800,95149.0000000,95165.0000000,95121.0000000,95165.0000000,859
SPFB.Si-9.23,1,20230912,193900,95165.0000000,95171.0000000,95159.0000000,95163.0000000,263
SPFB.Si-9.23,1,20230912,194000,95167.0000000,95175.0000000,95162.0000000,95175.0000000,401
SPFB.Si-9.23,1,20230912,194100,95175.0000000,95244.0000000,95162.0000000,95230.0000000,3050
SPFB.Si-9.23,1,20230912,194200,95229.0000000,95241.0000000,95226.0000000,95238.0000000,625
SPFB.Si-9.23,1,20230912,194300,95238.0000000,95240.0000000,95231.0000000,95239.0000000,456
SPFB.Si-9.23,1,20230912,194400,95240.0000000,95241.0000000,95236.0000000,95239.0000000,255
SPFB.Si-9.23,1,20230912,194500,95239.0000000,95240.0000000,95236.0000000,95237.0000000,329
SPFB.Si-9.23,1,20230912,194600,95237.0000000,95238.0000000,95212.0000000,95213.0000000,253
SPFB.Si-9.23,1,20230912,194700,95213.0000000,95214.0000000,95191.0000000,95196.0000000,560
SPFB.Si-9.23,1,20230912,194800,95196.0000000,95236.0000000,95196.0000000,95236.0000000,929
SPFB.Si-9.23,1,20230912,194900,95236.0000000,95239.0000000,95218.0000000,95222.0000000,557
SPFB.Si-9.23,1,20230912,195000,95222.0000000,95229.0000000,95216.0000000,95217.0000000,117
SPFB.Si-9.23,1,20230912,195100,95216.0000000,95216.0000000,95185.0000000,95188.0000000,1424
SPFB.Si-9.23,1,20230912,195200,95189.0000000,95189.0000000,95177.0000000,95178.0000000,159
SPFB.Si-9.23,1,20230912,195300,95178.0000000,95179.0000000,95168.0000000,95168.0000000,210
SPFB.Si-9.23,1,20230912,195400,95169.0000000,95169.0000000,95160.0000000,95166.0000000,155
SPFB.Si-9.23,1,20230912,195500,95166.0000000,95220.0000000,95165.0000000,95210.0000000,715
SPFB.Si-9.23,1,20230912,195600,95215.0000000,95235.0000000,95211.0000000,95233.0000000,244
SPFB.Si-9.23,1,20230912,195700,95234.0000000,95241.0000000,95228.0000000,95240.0000000,568
SPFB.Si-9.23,1,20230912,195800,95241.0000000,95243.0000000,95226.0000000,95231.0000000,400
SPFB.Si-9.23,1,20230912,195900,95230.0000000,95234.0000000,95224.0000000,95234.0000000,86
SPFB.Si-9.23,1,20230912,200000,95232.0000000,95241.0000000,95210.0000000,95222.0000000,384
SPFB.Si-9.23,1,20230912,200100,95221.0000000,95223.0000000,95212.0000000,95213.0000000,149
SPFB.Si-9.23,1,20230912,200200,95213.0000000,95213.0000000,95204.0000000,95208.0000000,198
SPFB.Si-9.23,1,20230912,200300,95207.0000000,95223.0000000,95207.0000000,95219.0000000,99
SPFB.Si-9.23,1,20230912,200400,95213.0000000,95217.0000000,95204.0000000,95211.0000000,134
SPFB.Si-9.23,1,20230912,200500,95211.0000000,95211.0000000,95200.0000000,95211.0000000,155
SPFB.Si-9.23,1,20230912,200600,95211.0000000,95215.0000000,95198.0000000,95198.0000000,59
SPFB.Si-9.23,1,20230912,200700,95197.0000000,95197.0000000,95192.0000000,95193.0000000,167
SPFB.Si-9.23,1,20230912,200800,95193.0000000,95224.0000000,95193.0000000,95224.0000000,284
SPFB.Si-9.23,1,20230912,200900,95225.0000000,95241.0000000,95224.0000000,95235.0000000,261
SPFB.Si-9.23,1,20230912,201000,95234.0000000,95250.0000000,95230.0000000,95247.0000000,1230
SPFB.Si-9.23,1,20230912,201100,95247.0000000,95256.0000000,95244.0000000,95252.0000000,443
SPFB.Si-9.23,1,20230912,201200,95252.0000000,95258.0000000,95250.0000000,95255.0000000,286
SPFB.Si-9.23,1,20230912,201300,95258.0000000,95269.0000000,95255.0000000,95264.0000000,660
SPFB.Si-9.23,1,20230912,201400,95264.0000000,95364.0000000,95264.0000000,95339.0000000,4168
SPFB.Si-9.23,1,20230912,201500,95329.0000000,95385.0000000,95329.0000000,95379.0000000,2037
SPFB.Si-9.23,1,20230912,201600,95379.0000000,95385.0000000,95340.0000000,95349.0000000,567
SPFB.Si-9.23,1,20230912,201700,95349.0000000,95480.0000000,95349.0000000,95449.0000000,3459
SPFB.Si-9.23,1,20230912,201800,95449.0000000,95474.0000000,95431.0000000,95468.0000000,1359
SPFB.Si-9.23,1,20230912,201900,95469.0000000,95475.0000000,95454.0000000,95467.0000000,1351
SPFB.Si-9.23,1,20230912,202000,95463.0000000,95477.0000000,95455.0000000,95464.0000000,655
SPFB.Si-9.23,1,20230912,202100,95464.0000000,95464.0000000,95454.0000000,95461.0000000,676
SPFB.Si-9.23,1,20230912,202200,95462.0000000,95466.0000000,95456.0000000,95459.0000000,314
SPFB.Si-9.23,1,20230912,202300,95461.0000000,95530.0000000,95456.0000000,95514.0000000,2779
SPFB.Si-9.23,1,20230912,202400,95518.0000000,95548.0000000,95500.0000000,95500.0000000,1413
SPFB.Si-9.23,1,20230912,202500,95500.0000000,95504.0000000,95471.0000000,95486.0000000,1251
SPFB.Si-9.23,1,20230912,202600,95487.0000000,95498.0000000,95475.0000000,95484.0000000,341
SPFB.Si-9.23,1,20230912,202700,95480.0000000,95484.0000000,95466.0000000,95468.0000000,260
SPFB.Si-9.23,1,20230912,202800,95468.0000000,95468.0000000,95463.0000000,95465.0000000,187
SPFB.Si-9.23,1,20230912,202900,95468.0000000,95485.0000000,95468.0000000,95482.0000000,220
SPFB.Si-9.23,1,20230912,203000,95483.0000000,95487.0000000,95470.0000000,95470.0000000,393
SPFB.Si-9.23,1,20230912,203100,95470.0000000,95471.0000000,95465.0000000,95466.0000000,125
SPFB.Si-9.23,1,20230912,203200,95467.0000000,95475.0000000,95454.0000000,95454.0000000,917
SPFB.Si-9.23,1,20230912,203300,95454.0000000,95454.0000000,95378.0000000,95391.0000000,1783
SPFB.Si-9.23,1,20230912,203400,95394.0000000,95428.0000000,95383.0000000,95420.0000000,340
SPFB.Si-9.23,1,20230912,203500,95419.0000000,95422.0000000,95410.0000000,95410.0000000,173
SPFB.Si-9.23,1,20230912,203600,95409.0000000,95409.0000000,95365.0000000,95374.0000000,670
SPFB.Si-9.23,1,20230912,203700,95375.0000000,95375.0000000,95333.0000000,95347.0000000,683
SPFB.Si-9.23,1,20230912,203800,95347.0000000,95365.0000000,95340.0000000,95359.0000000,349
SPFB.Si-9.23,1,20230912,203900,95360.0000000,95387.0000000,95358.0000000,95374.0000000,740
SPFB.Si-9.23,1,20230912,204000,95375.0000000,95375.0000000,95360.0000000,95361.0000000,93
SPFB.Si-9.23,1,20230912,204100,95360.0000000,95360.0000000,95353.0000000,95354.0000000,153
SPFB.Si-9.23,1,20230912,204200,95355.0000000,95361.0000000,95354.0000000,95359.0000000,176
SPFB.Si-9.23,1,20230912,204300,95359.0000000,95368.0000000,95357.0000000,95357.0000000,188
SPFB.Si-9.23,1,20230912,204400,95357.0000000,95372.0000000,95347.0000000,95356.0000000,334
SPFB.Si-9.23,1,20230912,204500,95356.0000000,95358.0000000,95331.0000000,95340.0000000,309
SPFB.Si-9.23,1,20230912,204600,95342.0000000,95343.0000000,95320.0000000,95331.0000000,318
SPFB.Si-9.23,1,20230912,204700,95331.0000000,95338.0000000,95331.0000000,95331.0000000,154
SPFB.Si-9.23,1,20230912,204800,95331.0000000,95338.0000000,95331.0000000,95336.0000000,79
SPFB.Si-9.23,1,20230912,204900,95338.0000000,95357.0000000,95336.0000000,95342.0000000,231
SPFB.Si-9.23,1,20230912,205000,95342.0000000,95344.0000000,95336.0000000,95336.0000000,55
SPFB.Si-9.23,1,20230912,205100,95336.0000000,95336.0000000,95332.0000000,95333.0000000,33
SPFB.Si-9.23,1,20230912,205200,95332.0000000,95345.0000000,95330.0000000,95332.0000000,251
SPFB.Si-9.23,1,20230912,205300,95338.0000000,95340.0000000,95327.0000000,95327.0000000,72
SPFB.Si-9.23,1,20230912,205400,95333.0000000,95339.0000000,95330.0000000,95338.0000000,51
SPFB.Si-9.23,1,20230912,205500,95333.0000000,95335.0000000,95326.0000000,95330.0000000,231
SPFB.Si-9.23,1,20230912,205600,95330.0000000,95330.0000000,95321.0000000,95327.0000000,161
SPFB.Si-9.23,1,20230912,205700,95322.0000000,95345.0000000,95322.0000000,95343.0000000,148
SPFB.Si-9.23,1,20230912,205800,95343.0000000,95378.0000000,95342.0000000,95368.0000000,667
SPFB.Si-9.23,1,20230912,205900,95368.0000000,95380.0000000,95368.0000000,95379.0000000,320
SPFB.Si-9.23,1,20230912,210000,95379.0000000,95397.0000000,95375.0000000,95397.0000000,242
SPFB.Si-9.23,1,20230912,210100,95397.0000000,95420.0000000,95393.0000000,95394.0000000,490
SPFB.Si-9.23,1,20230912,210200,95390.0000000,95420.0000000,95380.0000000,95420.0000000,293
SPFB.Si-9.23,1,20230912,210300,95416.0000000,95420.0000000,95382.0000000,95382.0000000,91
SPFB.Si-9.23,1,20230912,210400,95383.0000000,95395.0000000,95381.0000000,95386.0000000,82
SPFB.Si-9.23,1,20230912,210500,95387.0000000,95394.0000000,95386.0000000,95386.0000000,31
SPFB.Si-9.23,1,20230912,210600,95386.0000000,95392.0000000,95356.0000000,95373.0000000,369
SPFB.Si-9.23,1,20230912,210700,95373.0000000,95374.0000000,95367.0000000,95367.0000000,36
SPFB.Si-9.23,1,20230912,210800,95367.0000000,95378.0000000,95363.0000000,95378.0000000,45
SPFB.Si-9.23,1,20230912,210900,95369.0000000,95384.0000000,95369.0000000,95369.0000000,204
SPFB.Si-9.23,1,20230912,211000,95366.0000000,95373.0000000,95365.0000000,95372.0000000,51
SPFB.Si-9.23,1,20230912,211100,95372.0000000,95373.0000000,95358.0000000,95366.0000000,101
SPFB.Si-9.23,1,20230912,211200,95370.0000000,95370.0000000,95363.0000000,95370.0000000,34
SPFB.Si-9.23,1,20230912,211300,95364.0000000,95370.0000000,95356.0000000,95360.0000000,80
SPFB.Si-9.23,1,20230912,211400,95363.0000000,95372.0000000,95358.0000000,95358.0000000,76
SPFB.Si-9.23,1,20230912,211500,95360.0000000,95368.0000000,95354.0000000,95362.0000000,170
SPFB.Si-9.23,1,20230912,211600,95361.0000000,95380.0000000,95353.0000000,95375.0000000,208
SPFB.Si-9.23,1,20230912,211700,95374.0000000,95401.0000000,95373.0000000,95380.0000000,370
SPFB.Si-9.23,1,20230912,211800,95373.0000000,95424.0000000,95370.0000000,95420.0000000,619
SPFB.Si-9.23,1,20230912,211900,95421.0000000,95462.0000000,95419.0000000,95445.0000000,711
SPFB.Si-9.23,1,20230912,212000,95440.0000000,95470.0000000,95440.0000000,95460.0000000,430
SPFB.Si-9.23,1,20230912,212100,95468.0000000,95471.0000000,95395.0000000,95402.0000000,1902
SPFB.Si-9.23,1,20230912,212200,95402.0000000,95410.0000000,95370.0000000,95379.0000000,702
SPFB.Si-9.23,1,20230912,212300,95379.0000000,95390.0000000,95370.0000000,95376.0000000,153
SPFB.Si-9.23,1,20230912,212400,95371.0000000,95374.0000000,95368.0000000,95368.0000000,65
SPFB.Si-9.23,1,20230912,212500,95370.0000000,95400.0000000,95370.0000000,95381.0000000,204
SPFB.Si-9.23,1,20230912,212600,95380.0000000,95380.0000000,95355.0000000,95368.0000000,1121
SPFB.Si-9.23,1,20230912,212700,95362.0000000,95380.0000000,95362.0000000,95362.0000000,117
SPFB.Si-9.23,1,20230912,212800,95365.0000000,95388.0000000,95361.0000000,95388.0000000,414
SPFB.Si-9.23,1,20230912,212900,95388.0000000,95400.0000000,95372.0000000,95390.0000000,155
SPFB.Si-9.23,1,20230912,213000,95391.0000000,95395.0000000,95386.0000000,95395.0000000,59
SPFB.Si-9.23,1,20230912,213100,95395.0000000,95399.0000000,95388.0000000,95398.0000000,98
SPFB.Si-9.23,1,20230912,213200,95396.0000000,95399.0000000,95388.0000000,95390.0000000,53
SPFB.Si-9.23,1,20230912,213300,95390.0000000,95393.0000000,95390.0000000,95393.0000000,57
SPFB.Si-9.23,1,20230912,213400,95390.0000000,95397.0000000,95390.0000000,95396.0000000,60
SPFB.Si-9.23,1,20230912,213500,95393.0000000,95397.0000000,95393.0000000,95395.0000000,34
SPFB.Si-9.23,1,20230912,213600,95393.0000000,95393.0000000,95390.0000000,95390.0000000,51
SPFB.Si-9.23,1,20230912,213700,95390.0000000,95390.0000000,95371.0000000,95381.0000000,134
SPFB.Si-9.23,1,20230912,213800,95382.0000000,95382.0000000,95366.0000000,95367.0000000,67
SPFB.Si-9.23,1,20230912,213900,95371.0000000,95371.0000000,95362.0000000,95367.0000000,62
SPFB.Si-9.23,1,20230912,214000,95361.0000000,95367.0000000,95360.0000000,95367.0000000,40
SPFB.Si-9.23,1,20230912,214100,95367.0000000,95370.0000000,95367.0000000,95368.0000000,51
SPFB.Si-9.23,1,20230912,214200,95367.0000000,95367.0000000,95358.0000000,95358.0000000,45
SPFB.Si-9.23,1,20230912,214300,95357.0000000,95358.0000000,95349.0000000,95357.0000000,220
SPFB.Si-9.23,1,20230912,214400,95357.0000000,95358.0000000,95345.0000000,95346.0000000,97
SPFB.Si-9.23,1,20230912,214500,95347.0000000,95351.0000000,95342.0000000,95348.0000000,40
SPFB.Si-9.23,1,20230912,214600,95349.0000000,95349.0000000,95344.0000000,95346.0000000,48
SPFB.Si-9.23,1,20230912,214700,95346.0000000,95350.0000000,95337.0000000,95345.0000000,144
SPFB.Si-9.23,1,20230912,214800,95340.0000000,95344.0000000,95339.0000000,95339.0000000,73
SPFB.Si-9.23,1,20230912,214900,95339.0000000,95345.0000000,95332.0000000,95345.0000000,201
SPFB.Si-9.23,1,20230912,215000,95345.0000000,95346.0000000,95344.0000000,95345.0000000,63
SPFB.Si-9.23,1,20230912,215100,95346.0000000,95346.0000000,95345.0000000,95345.0000000,22
SPFB.Si-9.23,1,20230912,215200,95345.0000000,95345.0000000,95333.0000000,95345.0000000,183
SPFB.Si-9.23,1,20230912,215300,95337.0000000,95337.0000000,95324.0000000,95324.0000000,54
SPFB.Si-9.23,1,20230912,215400,95323.0000000,95328.0000000,95300.0000000,95301.0000000,573
SPFB.Si-9.23,1,20230912,215500,95301.0000000,95301.0000000,95271.0000000,95271.0000000,727
SPFB.Si-9.23,1,20230912,215600,95271.0000000,95289.0000000,95270.0000000,95276.0000000,375
SPFB.Si-9.23,1,20230912,215700,95286.0000000,95286.0000000,95255.0000000,95269.0000000,347
SPFB.Si-9.23,1,20230912,215800,95269.0000000,95269.0000000,95255.0000000,95267.0000000,132
SPFB.Si-9.23,1,20230912,215900,95267.0000000,95279.0000000,95263.0000000,95279.0000000,83
SPFB.Si-9.23,1,20230912,220000,95278.0000000,95282.0000000,95270.0000000,95277.0000000,113
SPFB.Si-9.23,1,20230912,220100,95278.0000000,95278.0000000,95263.0000000,95272.0000000,159
SPFB.Si-9.23,1,20230912,220200,95273.0000000,95277.0000000,95264.0000000,95265.0000000,135
SPFB.Si-9.23,1,20230912,220300,95264.0000000,95266.0000000,95262.0000000,95262.0000000,59
SPFB.Si-9.23,1,20230912,220400,95263.0000000,95264.0000000,95261.0000000,95263.0000000,67
SPFB.Si-9.23,1,20230912,220500,95262.0000000,95263.0000000,95260.0000000,95261.0000000,30
SPFB.Si-9.23,1,20230912,220600,95261.0000000,95261.0000000,95239.0000000,95239.0000000,848
SPFB.Si-9.23,1,20230912,220700,95239.0000000,95239.0000000,95216.0000000,95224.0000000,524
SPFB.Si-9.23,1,20230912,220800,95224.0000000,95266.0000000,95223.0000000,95239.0000000,861
SPFB.Si-9.23,1,20230912,220900,95233.0000000,95240.0000000,95228.0000000,95240.0000000,124
SPFB.Si-9.23,1,20230912,221000,95242.0000000,95252.0000000,95223.0000000,95238.0000000,315
SPFB.Si-9.23,1,20230912,221100,95230.0000000,95252.0000000,95220.0000000,95246.0000000,319
SPFB.Si-9.23,1,20230912,221200,95246.0000000,95246.0000000,95227.0000000,95231.0000000,44
SPFB.Si-9.23,1,20230912,221300,95232.0000000,95233.0000000,95222.0000000,95233.0000000,143
SPFB.Si-9.23,1,20230912,221400,95237.0000000,95238.0000000,95212.0000000,95219.0000000,622
SPFB.Si-9.23,1,20230912,221500,95220.0000000,95225.0000000,95220.0000000,95220.0000000,50
SPFB.Si-9.23,1,20230912,221600,95220.0000000,95224.0000000,95212.0000000,95224.0000000,556
SPFB.Si-9.23,1,20230912,221700,95225.0000000,95229.0000000,95224.0000000,95229.0000000,42
SPFB.Si-9.23,1,20230912,221800,95232.0000000,95232.0000000,95226.0000000,95227.0000000,53
SPFB.Si-9.23,1,20230912,221900,95228.0000000,95235.0000000,95226.0000000,95231.0000000,193
SPFB.Si-9.23,1,20230912,222000,95231.0000000,95232.0000000,95222.0000000,95229.0000000,226
SPFB.Si-9.23,1,20230912,222100,95229.0000000,95234.0000000,95229.0000000,95234.0000000,79
SPFB.Si-9.23,1,20230912,222200,95234.0000000,95236.0000000,95218.0000000,95225.0000000,267
SPFB.Si-9.23,1,20230912,222300,95219.0000000,95226.0000000,95214.0000000,95217.0000000,78
SPFB.Si-9.23,1,20230912,222400,95222.0000000,95226.0000000,95222.0000000,95226.0000000,45
SPFB.Si-9.23,1,20230912,222500,95226.0000000,95261.0000000,95224.0000000,95261.0000000,401
SPFB.Si-9.23,1,20230912,222600,95260.0000000,95281.0000000,95256.0000000,95281.0000000,422
SPFB.Si-9.23,1,20230912,222700,95281.0000000,95289.0000000,95281.0000000,95288.0000000,176
SPFB.Si-9.23,1,20230912,222800,95289.0000000,95290.0000000,95276.0000000,95287.0000000,167
SPFB.Si-9.23,1,20230912,222900,95286.0000000,95287.0000000,95275.0000000,95286.0000000,50
SPFB.Si-9.23,1,20230912,223000,95286.0000000,95289.0000000,95283.0000000,95283.0000000,57
SPFB.Si-9.23,1,20230912,223100,95283.0000000,95283.0000000,95260.0000000,95279.0000000,151
SPFB.Si-9.23,1,20230912,223200,95280.0000000,95280.0000000,95273.0000000,95279.0000000,31
SPFB.Si-9.23,1,20230912,223300,95279.0000000,95280.0000000,95277.0000000,95279.0000000,31
SPFB.Si-9.23,1,20230912,223400,95280.0000000,95289.0000000,95278.0000000,95289.0000000,186
SPFB.Si-9.23,1,20230912,223500,95289.0000000,95289.0000000,95287.0000000,95289.0000000,10
SPFB.Si-9.23,1,20230912,223600,95288.0000000,95289.0000000,95277.0000000,95289.0000000,215
SPFB.Si-9.23,1,20230912,223700,95288.0000000,95289.0000000,95278.0000000,95288.0000000,98
SPFB.Si-9.23,1,20230912,223800,95288.0000000,95288.0000000,95280.0000000,95287.0000000,55
SPFB.Si-9.23,1,20230912,223900,95287.0000000,95288.0000000,95280.0000000,95288.0000000,89
SPFB.Si-9.23,1,20230912,224000,95287.0000000,95288.0000000,95283.0000000,95288.0000000,38
SPFB.Si-9.23,1,20230912,224100,95287.0000000,95288.0000000,95280.0000000,95280.0000000,56
